Size of Dataset, 8000
Epsilon, 1.0
MinPoints, 5
InfoGain, 0.9987380575446448
Number of Clusters, 131
Distance Metric, Euclidean
Precision, 0.0
Recall, 0.0
Accuracy, 0.797
F-1, 0.0
Parent Entropy, 0.7158873656827773
Weighted Entropy, 0.001261942455355195
Elapsed Time, 36
List of Clusters, Entropy, Average Core Distance, Size of Cluster, Buzz, NonBuzz
50, 0.0, 3.1943828249996985E-7, 7, 0.0, 7.0
51, 0.0, 0.0, 1, 0.0, 1.0
52, 0.0, 0.07143832620479244, 14, 0.0, 14.0
53, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
54, 0.0, 5.690355937288491E-7, 6, 0.0, 6.0
55, 0.0, 8.333333333333331E-8, 12, 0.0, 12.0
56, 0.0, 0.18481470880527223, 21, 0.0, 21.0
57, 0.0, 0.06932451944547403, 17, 0.0, 17.0
58, 0.0, 2.5134946068356892E-5, 5, 0.0, 5.0
59, 0.0, 1.0000000000000002E-6, 2, 0.0, 2.0
60, 0.0, 5.189521774550175E-6, 8, 0.0, 8.0
61, 0.0, 3.894412835309186E-6, 3, 0.0, 3.0
62, 0.0, 1.0E-6, 1, 0.0, 1.0
63, 0.0, 4.305000025213843E-5, 5, 0.0, 5.0
64, 0.0, 4.3863424398922625E-5, 1, 0.0, 1.0
65, 0.0, 1.0E-6, 3, 0.0, 3.0
66, 0.0, 0.30545939233276637, 10, 0.0, 10.0
67, 0.0, 9.975517525385317E-6, 8, 0.0, 8.0
68, 0.0, 2.4999999999999994E-7, 8, 0.0, 8.0
69, 0.0, 4.152683915228035E-6, 7, 0.0, 7.0
70, 0.0, 7.615773105863908E-6, 1, 0.0, 1.0
71, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
72, 0.0, 1.746886083404854E-5, 2, 0.0, 2.0
73, 0.0, 0.37974596859390153, 9, 0.0, 9.0
74, 0.0, 1.0, 1, 0.0, 1.0
75, 0.0, 0.018943668681173104, 11, 0.0, 11.0
76, 0.0, 2.50798724079689E-5, 1, 0.0, 1.0
77, 0.0, 1.4264603880031098E-6, 21, 0.0, 21.0
78, 0.0, 0.16537268259889473, 4, 0.0, 4.0
79, 0.0, 4.070367516975992E-6, 3, 0.0, 3.0
80, 0.0, 0.4714040493870414, 2, 0.0, 2.0
81, 0.0, 5.885164807134504E-6, 2, 0.0, 2.0
82, 0.0, 0.21381174212257634, 6, 0.0, 6.0
83, 0.0, 1.0, 4, 0.0, 4.0
84, 0.0, 1.0, 2, 0.0, 2.0
85, 0.0, 2.752083548667612E-5, 2, 0.0, 2.0
86, 0.0, 0.0, 1, 0.0, 1.0
87, 0.0, 3.3333333333333325E-7, 3, 0.0, 3.0
88, 0.0, 3.3433288894123343E-6, 3, 0.0, 3.0
89, 0.0, 0.0, 1, 0.0, 1.0
90, 0.0, 1.0, 1, 0.0, 1.0
91, 0.0, 9.999999999999997E-7, 1, 0.0, 1.0
92, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
93, 0.0, 1.0000000000000006E-6, 1, 0.0, 1.0
94, 0.0, 0.0500824426923386, 4, 0.0, 4.0
95, 0.0, 1.5813401291398524E-5, 3, 0.0, 3.0
96, 0.0, 1.9999999999999994E-7, 5, 0.0, 5.0
97, 0.0, 7.491813357800575E-6, 3, 0.0, 3.0
98, 0.0, 0.35136383310181496, 1, 0.0, 1.0
99, 0.0, 1.0, 1, 0.0, 1.0
100, 0.0, 3.534119409414459E-5, 1, 0.0, 1.0
101, 0.0, 0.12856474074177557, 1, 0.0, 1.0
102, 0.0, 7.615773105863907E-6, 1, 0.0, 1.0
103, 0.0, 1.0, 1, 0.0, 1.0
104, 0.0, 0.3333405187005107, 3, 0.0, 3.0
105, 0.0, 1.0, 1, 0.0, 1.0
106, 0.0, 5.830951894845301E-6, 1, 0.0, 1.0
107, 0.0, 0.3535533906116585, 1, 0.0, 1.0
108, 0.0, 1.0, 3, 0.0, 3.0
109, 0.0, 8.608622898796025E-6, 5, 0.0, 5.0
110, 0.0, 0.0, 1, 0.0, 1.0
111, 0.0, 1.0, 1, 0.0, 1.0
112, 0.0, 2.7730849247724092E-5, 1, 0.0, 1.0
113, 0.0, 2.8284271247461907E-6, 1, 0.0, 1.0
114, 0.0, 0.1010158605492227, 2, 0.0, 2.0
115, 0.0, 1.0, 1, 0.0, 1.0
116, 0.0, 1.0000000000000006E-6, 1, 0.0, 1.0
117, 0.0, 0.25, 1, 0.0, 1.0
118, 0.0, 8.944271909999158E-6, 1, 0.0, 1.0
119, 0.0, 4.2426406871192865E-6, 1, 0.0, 1.0
120, 0.0, 5.385164807134503E-6, 1, 0.0, 1.0
121, 0.0, 0.0, 1, 0.0, 1.0
122, 0.0, 2.248679595416597E-5, 4, 0.0, 4.0
123, 0.0, 0.6666674120226591, 3, 0.0, 3.0
124, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
125, 0.0, 1.0, 1, 0.0, 1.0
126, 0.0, 0.20203030687993326, 1, 0.0, 1.0
127, 0.0, 1.0, 1, 0.0, 1.0
128, 0.0, 0.0, 1, 0.0, 1.0
129, 0.0, 3.1622776601683796E-6, 1, 0.0, 1.0
130, 0.0, 2.555386467836128E-5, 1, 0.0, 1.0
